,0
0,0.12735241804291433
1,0.10765538136458379
2,0.09673433635408786
3,0.08310230433623501
4,0.08013220238217049
5,0.05674751220260471
6,0.053249603154630426
7,0.04956190136399353
8,0.04538588925391906
9,0.039968098914668106
