,Odds Ratio of ____ (95% CI),P-value
7,"0.7 (0.57, 0.82)",2.425875977806017e-08
8,"0.73 (0.6, 0.85)",8.015995300907894e-07
5,"0.78 (0.66, 0.9)",7.669324544711777e-05
6,"0.82 (0.7, 0.94)",0.0017566882107991815
1,"1.21 (1.08, 1.33)",0.003727679307473016
4,"1.19 (1.07, 1.31)",0.00546575465349954
2,"1.19 (1.06, 1.31)",0.009342274259231433
0,"0.91 (0.79, 1.04)",0.14759362240120227
9,"0.95 (0.82, 1.07)",0.37786021538710823
3,"1.0 (0.88, 1.12)",0.9616071713129282
