,0
0,0.15184277591991016
1,0.10909672898941421
2,0.08628197694175588
3,0.07614247353680978
4,0.07335540477913212
5,0.05679374517443652
6,0.04925546766730426
7,0.04787391859355547
8,0.03819244489286923
9,0.03573732843968523
